,Title,Categories,Tags,Replies,Post,Comment
105,FAQ: Conditional Aggregates - SUM(CASE WHEN ),"Get Help,Git",,2,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “SUM(CASE WHEN )” exercise from the lesson “Conditional Aggregates”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Table Transformation
FAQs on the exercise SUM(CASE WHEN )


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I would like to have a row printed out only when the distance of the airline being worked with is not zero.  I’ve tried:
FROM flights  where sum>0
FROM flights where total_united_flight_distance>0
FROM flights where sum(CASE WHEN carrier = ‘UA’ THEN distance ELSE 0 END)>0
nothing is working.
any ideas?
"
106,FAQ: Set Operations - Except,"Get Help,Git",,1,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Except” exercise from the lesson “Set Operations”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Table Transformation
FAQs on the exercise Except


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
",
107,FAQ: Conditional Aggregates - Generalizations,"Get Help,Git",,1,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Generalizations” exercise from the lesson “Conditional Aggregates”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Table Transformation
FAQs on the exercise Generalizations


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
",
108,FAQ: Set Operations - Generalizations,"Get Help,Git",,1,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Generalizations” exercise from the lesson “Set Operations”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Table Transformation
FAQs on the exercise Generalizations


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
",
109,FAQ: Set Operations - Union,"Get Help,Git",,2,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Union” exercise from the lesson “Set Operations”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Table Transformation
FAQs on the exercise Union


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
It might be helpful to add a column to each of the tables so you can see where each brand came from, either the legacy table or the new table

SELECT brand, ‘l’ as ‘table_source’ FROM legacy_products
UNION
SELECT brand, ‘n’ as ‘table_source’ FROM new_products;

this gets the data
Query Results





brand
table_source





l



n


!it Jeans
n


12XLShop Inc.
l


1826
n





"
110,FAQ: Why Learn SQL? - Exploring Data with SQL,"Get Help,Git",,1,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Exploring Data with SQL” exercise from the lesson “Why Learn SQL?”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Analyze Data with SQL
FAQs on the exercise Exploring Data with SQL


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
",
111,FAQ: Set Operations - Intersect,"Get Help,Git",,3,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Intersect” exercise from the lesson “Set Operations”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Table Transformation
FAQs on the exercise Intersect


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I typed in the exact answer to this lesson and yet it still came up being incorrect.

Hmm, you can also do this as an inner join (I know intersect is cleaner, but still):
SELECT DISTINCT new_products.category FROM new_products
JOIN legacy_products
ON new_products.category = legacy_products.category
ORDER BY new_products.category;

"
112,FAQ: Queries - And,"Get Help,Git",,2,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “And” exercise from the lesson “Queries”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development Data Science
Learn SQL
FAQs on the exercise And


 Is the AND used in BETWEEN the same as the AND operator used between multiple conditions?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
While doing this exercise I was able to use…
AND genre IS ‘horror’;
instead of
AND genre = ‘horror’;
Are those interchangable?
"
113,FAQ: Languages for Web Development - What is SQL?,"Get Help,Git",,2,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “What is SQL?” exercise from the lesson “Languages for Web Development”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Code Foundations
FAQs on the exercise What is SQL?


What are some other useful things that SQL lets us do?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Hi this might be a stupid question, but I was wondering why now the SQL code is all written in capital letters?
Why this: SELECT * FROM users;
And not this: select * from users;
I tried both in the online text editor and they both work but will this also work in the real world?
"
114,"FAQ: Date, Number, and String Functions - Numbers II","Get Help,Git",,7,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Numbers II” exercise from the lesson “Date, Number, and String Functions”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Table Transformation
FAQs on the exercise Numbers II


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
https://www.codecademy.com/courses/sql-table-transformation/lessons/date-number-string-functions/exercises/numbers-ii?action=resume_content_item
For this problem, is the MAX or MIN times a combination of the cook_time and cool-down_time, or is it whichever one is highest or lowest? How come the MAX function gives a number of 5 for id 2, and for MIN function gives a number of 33 for id 2? What is this actually telling us here?
I got the answer correct, but do not understand what the result is actually telling us. Thanks

How can we find out MAX value from 2 tables added by UNION?
this doesn’t work:
SELECT MAX(SELECT cook_time FROM baked_goods
UNION
SELECT cool_down_time FROM baked_goods)
FROM baked_goods;



What you point out is correct. MAX should just give the highest value of the two and MIN the lowest. This is not the case when id=2 as you notice; also for  id = 13 or id = 20 as we see at the results. I really cannot explain it, is seems so illogical!

I noticed something odd when looking again at the database scema in particular the structure of the baked_goods table.
The values of cook_time and cool_down_time are defined to take “text” format instead of “integer” as I would expect since we are dealing with numbers.
Maybe that is why the results we are commenting are unusual, because the code calculates MIN & MAX comparing not numbers but words/letters (strings).
So, I remembered  from Python lessons , the concept of “lexicographical order”. I suppose this is related to all the above I mention.
I hope, someone more expert , would confirm that or give us his/her own explanation for the unusual results.

I finally had to just look at the solution because I was getting fed up with what should be an easy section.  The official solution is not correct because the time fields for bake_time and cool_down_time are text and not integers and are being compared by lexicographic order.
This entire section feels very poorly designed and tested compared to most of the rest of the SQL content.  This is a big reason why I’m on the fence about a paid codecademy subscription, I don’t really want to subscribe if the content quality varies this widely.

Hi,
Using this code, we can find the MAX or MIN of the two input columns:
SELECT id, MAX(cook_time, cool_down_time)
FROM baked_goods
GROUP BY 1
ORDER BY 1
LIMIT 10;

Essentially it checks if SELECT cook_time or SELECT cool_down_time is higher. Is there a way to actually stipulate whether or not something is cook_time or cool_down_time? The code that the exercise uses essentially shoves it all into a same column without noting from which column the value originally comes. I would say that that is the most vital information when making such a comparison.
Thanks,
-T
"
115,FAQ: Why Learn SQL? - Creating Usage Funnels,"Get Help,Git",,2,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Creating Usage Funnels” exercise from the lesson “Why Learn SQL?”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
FAQs on the exercise Creating Usage Funnels


How can we find out the percentage of users who went from browse to purchase?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Why isn’t the full table name typed out? In the example code just the single letter ‘c’ is used for the ‘checkout’ table. If I have multiple tables that start with the letter ‘c’ will I have a problem?
SELECT ROUND(
100.0 * COUNT(DISTINCT c.user_id) /
COUNT(DISTINCT b.user_id)
) AS browse_to_checkout_percent,
ROUND(
100.0 * COUNT(DISTINCT p.user_id) /
COUNT(DISTINCT c.user_id)
) AS checkout_to_purchase_percent
FROM browse b
LEFT JOIN checkout c
ON b.user_id = c.user_id
LEFT JOIN purchase p
ON c.user_id = p.user_id;
"
116,FAQ: Advanced Aggregates - Daily Count 2,"Get Help,Git",,4,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Daily Count 2” exercise from the lesson “Advanced Aggregates”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Analyzing Business Metrics
FAQs on the exercise Daily Count 2


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Is count(1) the same as count(*)?

@fjcn97 it seems to accept my code when I use ‘*’ in place of ‘1,’ so yeah I assume they are equivalent here. Anyone else want to weigh in?

Bit late but I found this explanations on stackoverflow (note that these are not from SQLite):


stackoverflow.com






What is the difference between count(0), count(1).. and count(*) in mySQL/SQL?


mysql, sql


  asked by
  
  
    Dhruv
  
  on 04:33PM - 17 Aug 13 UTC








mssqltips.com



SQL Server COUNT() Function Performance Comparison
This tip will explain the differences between the following COUNT function varieties: COUNT(*) vs. COUNT(1) vs. COUNT(column_name) to determine if there is a performance difference.







stackoverflow.com






Count(*) vs Count(1) - SQL Server


sql, sql-server, performance


  
  answered by
  
    gbn
  
  on 10:36AM - 03 Aug 09 UTC






They seem to return the same results, however most of the discussion as to the difference is in how SQL handles the query and how this impacts performance (could be legacy stuff as well as the language is around for decades): COUNT(0/1/‘whatever’) retrieves 0/1/‘whatever’ per record and then counts those, which does essentially the same as COUNT(*) does.
Bottom line seems to prefer COUNT(*) unless you’re explicitly excluding NULL values from row counts, i.e. COUNT(column_name).
-T
"
117,FAQ: Advanced Aggregates - Product Sum 2,"Get Help,Git",,4,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Product Sum 2” exercise from the lesson “Advanced Aggregates”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Analyzing Business Metrics
FAQs on the exercise Product Sum 2


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
hello to everybody,
i need heipl. can someone tell  me, why in the second values in select we don’t need to specify the name. How do we get this percentage grouped by name?
the select quere uses only (sum(amount_paid)/(select sum(amount_paid) from order_items)*100.
for me it semms like every answer sould be 100.
sorry i can’t get it
many thanks in advice
zoia

Zoia,
I am just getting to this exercise, but the way I understand it only the numerator is affected by the GROUP BY.
In that way the numerator is the sum by item (name) and the denominator is the grand total, which includes all the items.

In the main query we calculate the revenue per name. This is then divided by the subquery, which simply sums up the total revenue across the rows. This is then multiplied by 100.0 to get a percentage.
You’re essentially combining these two tables:
SELECT name, SUM(amount_paid)
FROM order_items
GROUP BY 1
ORDER BY 2 DESC;
--> revenue per food item


SELECT SUM(amount_paid)
FROM order_items;
--> total revenue across food items (178311.5)

By combining them in one query:
SELECT name, ROUND(SUM(amount_paid)/(SELECT sum(amount_paid) FROM order_items)*100, 2)
FROM order_items
GROUP BY 1
ORDER BY 2 DESC;

The first query SELECT name, SUM(amount_paid) becomes the numerator, and SELECT sum(amount_paid) FROM order_items becomes the denominator. Within the ROUND() function, this division is multiplied by 100 to get a percentage, and then limited to two decimals. Swapping out the subquery for the value it calculates, 178311.5, would return the same table.
In regards to your questions 'Every answer should be 100 ': this would be the case if the denominator has the same value, however using the subquery makes sure that the denominator is the total revenue. Using the full query SELECT name, ROUND(SUM(amount_paid)/SUM(amount_paid)*100, 2) would accomplish that, however it wouldn’t be very useful in this context.
-T
"
118,FAQ: Queries - Like II,"Get Help,Git",,2,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Like II” exercise from the lesson “Queries”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development Data Science
Learn SQL
FAQs on the exercise Like II


 When using SQL LIKE operators, how do we search for patterns containing the actual characters “%” or “_”?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Is there a way to search for patterns with a specific case. For example, “The” as opposed of “the”.
In RegEx we can use (?i).
Is it possible with SQL?
"
119,FAQ: Common Metrics - 1 Day Retention,"Get Help,Git",,1,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “1 Day Retention” exercise from the lesson “Common Metrics”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Analyzing Business Metrics
FAQs on the exercise 1 Day Retention


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
",
120,FAQ: Conditional Aggregates - Combining aggregates II,"Get Help,Git",,11,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Combining aggregates II” exercise from the lesson “Conditional Aggregates”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Table Transformation
FAQs on the exercise Combining aggregates II


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Why does adding a couple of extra brackets here make a difference to how to query runs? Does SQL not follow BODMAS?
SELECT state,
100.0*
(
SUM(CASE WHEN elevation >= 2000
THEN 1 ELSE 0
END)/COUNT(*)
)
AS percentage_high_elevation_airports
FROM airports
GROUP BY state
;

What is the 'Then 1"" mean in the case when logic?
SELECT state, 100.0 * sum(CASE WHEN elevation >= 2000 THEN 1 ELSE 0 END) /
count(*)  as percentage_high_elevation_airports
FROM airports
GROUP BY state;

What we want to calculate is the ratio of airports with the elevation above 2000 to all the airports in each state. So once there is an airport with the elevation above 2000, we mark it as “1”, and the sum of “1” is the No. of airports with the elevation above 2000. COUNT(*) can help us calculate the No. of all airport in each state, so after dividing these two numbers, we can get the percentage we want.

I had a similar problem as the OP, aidlo.
If I put all the conditional aggregate in parenthesis next to the multiplier like so:
100.0* ( SUM(CASE …) / COUNT(*) )
…it doesn’t calculate correctly.
However, if I put parenthesis around the multiplier and the first aggregate like so:
( 100.0 * sum(CASE…) ) / count(*)
…then this works correctly.
This doesn’t make sense to me. The math should be the same, but the results are completely different. Is this a Codecademy issue or a formatting thing with SQL as a whole?
Or have I completely forgotten the order of mathematical operations? I feel confident that the first example should work because I’m dividing the two numbers to get a decimal and then multiplying everything by 100 to convert it to percentage.

This is a bs exercise… Indeed, no matters what you have typed, if you didn’t remove the unnecessary paranthesses, no result would come…

The issue here is as so:
if we run this:
SELECT 100.03/7, 100.0(3/7);
we can see that with no brackets we get 42.85, and with brackets, we get 0.
This happens when dividing integer values with some programming languages (and probably why they use 100.0 here and not 100).
The difference is in the calculation of 3/7, which includes only integer values, and returns just the 0 (when it should be 0.42) and the remainder is disregarded.
That’s why we are getting zeros where there should be other values (for AK for example).

Can someone help me on why the following does not work?
SELECT state, (100.0 * count(CASE WHEN elevation >= 2000 THEN 1 ELSE IS NULL END) / count(*))  as percentage_high_elevation_airports FROM airports GROUP BY state;
Thank you!

Your format looked right to me, so I was a bit stumped by this at first, but I did some experimentation. it looks like you want “ELSE NULL” not “ELSE IS NULL.” You’re also missing a parenthesis before “COUNT” compared to the “right” answer I found (using the SUM function instead) for this problem, but it seems to run fine even without that parenthesis. So I think the issue just was using “IS NULL” instead of just “NULL.”

Why doesn’t the below code work? I used COUNT instead of SUM as it was shown in the previous example to count 1’s.
SELECT state,100.0*(
COUNT(case when elevation>=2000 then 1 else 0)/
COUNT(*)) as percentage_high_elevation_airports from airports
group by state;

So why do we use (100(SUM(CASE)/COUNT(*) AS*
instead of
(100(SUM(CASE)/SUM(ELEVATION) AS*
"
121,FAQ: Queries - Like I,"Get Help,Git",,4,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Like I” exercise from the lesson “Queries”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development Data Science
Learn SQL
FAQs on the exercise Like I


 Can we apply the LIKE operator to values other than TEXT ?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
does the result different between using capital letters and small letters?
how can i get different results?

If I want to search for names in a table that don’t start with a certain letter (i.e B), than how should i use the LIKE operator?
I tried this:
select * from table
where name like != ‘B%’ ;
Doesn’t work!

I think you can try WHERE name NOT LIKE ‘B%’;
"
122,FAQ: Advanced Aggregates - Meal Sums,"Get Help,Git",,2,"

This community-built FAQ covers the “Meal Sums” exercise from the lesson “Advanced Aggregates”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Analyzing Business Metrics
FAQs on the exercise Meal Sums


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Assuming I would like to calcute the share of kale purchases to total purchases for each day - is there a way to simplify my code below? I was stuck getting a second column for the conditional sum for the kale smoothies purchased - is there a way to display these 3 (or 4 if we want the share too) colums: date, sum total, sum kale smoothie without having to create a temporary table? Thanks in advance!!
WITH total AS(
SELECT date (ordered_at) AS ‘date_total’, SUM(amount_paid) AS ‘paid_total’
FROM orders
LEFT JOIN order_items
ON orders.id =order_items.order_id
GROUP BY 1
),
kale AS (
SElECT date(ordered_at) AS ‘date_kale’, SUM(amount_paid) AS ‘paid_kale’
FROM orders
LEFT JOIN order_items
ON orders.id =order_items.order_id
WHERE name = ‘kale-smoothie’
GROUP BY 1
)
SELECT date_total, paid_total, paid_kale, paid_kale/paid_total AS ‘ratio’
FROM total
LEFT JOIN kale
ON total.date_total = kale.date_kale;
"
123,FAQ: Learn Node SQLite - Opening A Database,"Get Help,Git",,1,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Opening A Database” exercise from the lesson “Learn Node SQLite”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn Node-SQLite
FAQs on the exercise Opening A Database


If we have a db.sqlite file already in the directory, do we need to create a new database file?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
",
