,Title,Categories,Tags,Replies,Post,Comment
41,What do I do if I can't navigate to a certain directory?,"Get Help,Git",,10,"
Question
I’m supposed to navigate to the /home/ccuser/workspace/blog/2015 directory so I can continue with this exercise, but I navigated somewhere I didn’t mean to. How can I find my bearings and get to where I need to be?
Answer
Always be sure to keep in mind two things when navigating the command line:

Your current location (pwd)
Available directories to cd into (pwd)

This should keep you on track, and is generally just good practice.
But! If you are already ‘lost,’ there’s still hope. In this case, we have a file tree structure handy, which shows you the entire directory structure and should help you find your way around.
Just keep in mind: Using cd .. goes up one level, so if you’re already inside of the ‘jan’ directory, for example, and go up one level, you will then be in the ‘2015’ directory, and will have access to ‘jan’, ‘feb’, and ‘motherboard.txt.’
","
Why do I keep getting this error message whenever I try this command?
$ cd 2015
bash: cd: 2015: No such file or directory

it means no directory named 2015 exists within the current working directory.
you can use pwd to verify what your current working directory is, and ls to see the files and directories within the current working directory

It means you are in the wrong directory. Imagine you are in a room, and there are 3 doors available. You want to go through the door that is called 2015. But you entered the wrong room, so you can’t go through that door as none of those doors have the name (that door doesn’t exist there).
You have to retrace your steps in the house, for example, by typing  ‘cd …’ repeatedly, until you come into the hallway that will lead you towards the right room. By using pwd you can see where you are, and by using the file structure, you can see where you have to go. Then you cd ‘‘directory’’ until you come to the right room that has the door called 2015.

Thank you. This analogy really helped me out, I was stuck for bit in Xubuntu command terminal.


Available directories to cd into (pwd)

Is this a typing error? The tutorial says it should be ls?

I am having some issues with commands like cd… They dont seem to work. Am I doing smth wrong ?

What specifically are you doing with cd? What sort of error messages (if any) or issues are you having?

You’re not wrong in the sens that ls would allow you to see all the files within a specific directory to cd into, but I think @contentmazzone was referring that cd only works when you know where you’re already located with pwd.
I hope I’m making sense and @contentmazzone, please correct me if I’m wrong.!

To go to 2015 if you don’t know where in the tree you are, you can type the full path.
$ cd /home/ccuser/workspace/blog/2015
"
42,FAQ: Redirection - |,"Get Help,Git",,3,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “|” exercise from the lesson “Redirection”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise |


Pipeline “|” versus output redirection “>”

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I’m confused about this line.
cat volcanoes.txt | wc | cat > islands.txt 

Can you tell me, in words, what each pipeline and redirect is doing here?
I think I know what the first pipeline does, but I’m confused about the rest of them.

I’m confused too… any help?
"
43,FAQ: Manipulation - mv,"Get Help,Git",,5,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “mv” exercise from the lesson “Manipulation”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise mv


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
""To rename a file, use  mv  with the old file as the first argument and the new file as the second argument. By moving  batman.txt  into  spiderman.txt , we rename the file as  spiderman.txt ""
please explain more specific, when move a txt(1) to other txt(2), it mean we move the content? and then the txt(1) will be deleted?
rename? it become 2 similar txt or one’ll be deleted?

Yeah this seems weird - it doesn’t seem like a rename, but a delete and replace?

The code is not working. Could someone tell me what’s going on? I have even refreshed the page!
image3840×2160 763 KB

I have the same problem! Do u know how to solve this already?
"
44,FAQ: Manipulation - Wildcards,"Get Help,Git",,13,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Wildcards” exercise from the lesson “Manipulation”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise Wildcards


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I am stuck on number 3: Navigate to the  superhero/  directory.
List all files and directories in the working directory. You should see  superman.txt  in it.
I typed in superhero/, but the reply is : bash: superhero/:  No such file or directory
What am I doing wrong?

To navigate to the superhero directory you enter the command: cd superhero
cd means change directory. Then you’ll enter ls to list all the files and directories.

Thanks for your help

why spiderman isn’t appeared in step 3
when i type ls only batman.txt superman.txt appeard only where is spiderman.txt?

I think it’s important to note that in Step 7:
mv batman.txt spiderman.txt
The contents of  batman.txt are overwriting the file contents of spiderman.txt .
batman.txt will essentially be deleted after this command.

mv batman.txt spiderman.txt
8.List all files and directories in the working directory. You should see the file  batman.txt  has been renamed as  spiderman.txt .
i’m confused, so the mv command renamed the file to spiderman.txt?

Hey i cant find the action directory ??
Am i dumb or what XD

i am stuck on step 5 Then type
mv wonderwoman.txt batman.txt superhero/
need help

https://www.codecademy.com/courses/learn-the-command-line/lessons/command-line-manipulation/exercises/wildcards
I’m stuck on step 5 too and now I can’t go forward or back, no commands I try work

https://www.codecademy.com/courses/learn-the-command-line/lessons/command-line-manipulation/exercises/wildcards
I’m stuck on step 6.  i did step five and now I can’t get out of the movies directory.

Hello @progresspanda!
Could you explain in more detail what issue you are having?
I’ve also attached the tree structure used for this lesson below. Hope it helps!
1280×768 15.6 KB

Thanks very much anyway, but I found a way to finish the lesson (after a long fight with it).  I recommend someone review the instructions, because I’m sure I followed all of them the  the first time and it turned into a mess.
"
45,FAQ: Environment - nano,"Get Help,Git",,23,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “nano” exercise from the lesson “Environment”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise nano


 What does the  source  command do?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I seem to be following the instructions and am not getting an error message but my little green box doesn’t get ticked…? please help

There are three checkmarks in that exercise. Which one are you referring to?
The last one is to run a command which causes something to happen, did it?
Since most of it is about editing a file, what is the content of that file if you read it again from the file system?

When working on the exercise, I follow the directions and type:
alias pd=“pwd” CtrlO
file1 CtrlX
clear
but it wont check off the green box. What am I doing wrong? Nothing in the nano exercise seems to work.

Same for me. I followed the instructions,  but it won’t check off the green box either! A bit frustrated here and not sure what I’m doing wrong.

yep! I’m in the same boat with all of you. I’m following the exercises and the little check  boxes are not turning green.

close the tab and reopen. It helped me

Am I the only one thinking that the whole “Command Line course” is a big mess?

I am on the nano module of the Command Line course and it seems to be stuck. The box for number 2 (~/ .bash_profile) will not check. I’ve done the requested step several times. I do not get an error message, but the box won’t check for me to move on. I even closed out my browser and started fresh, but the box won’t check. Help.

I am having the same issue. I already reported it as a bug to Code Academy several days ago and have had no reply. This is really poor since I paid for the Pro version specifically in order to complete this course.
I have tried closing the tab and re-opening and it made no difference.

I am following the instructions but the check box does not turn green once I complete the exercise, so it won’t let me progress on to the next question.
I have tried closing and re-opening the tab as suggested in some people’s answers, but that makes no difference.

What is the bash_profile?

Annoyingly, my firefox browser recognises CTRL + O command as ‘open file’ and every time I press it it opens the window for opening a file 
Is there any way to get around this issue?

i tried this too on command line course, right during the nano course

i am having the same exact issue at the same exact point on my courseScreenshot 2020-07-17 13.51.121920×1080 141 KB

tried everything still doesnt work ,

Hello @creed254 and welcome to the Codecademy Forums!
Could you elaborate a bit more on the issue you are having? I completed the course and this lesson worked fine for me.
Also, did you enter clear after editing the bash_profile ?

no, I’m not happy either.

Help help; I did something wrong at the start of the Environment lesson and I can’t get nano to reset.  I enter clear and nothing happens.

Hello @progresspanda!
clear does not reset the terminal, it simply provides you with a blank terminal screen. Could you elaborate more on what issue you are having? What have you entered into the command line? And what step are you stuck on?
"
46,FAQ: Navigation - Your First Command,"Get Help,Git",,10,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Your First Command” exercise from the lesson “Navigation”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development Computer Science
Learn the Command Line
FAQs on the exercise Your First Command


‘ls’ Command Not Working On Windows?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Hi you say this is only for unix or Mac based systems but what about the rest of us - how can I carry on the coarse if I have a Windows system? Please don’t abandon me now pleaseeeeeee   thanks Lisa

Eh. It’s not really for an os as such, rather for a collection of programs one would expect to find on a unix-like system.
windows is more of a point-and-click thing, aside from microsoft products you just… wouldn’t
If you’re using windows 10 then you’d be able to use wsl, otherwise you can use msys2, they both provide a unix-like environment.

Thanks for your response. I was tired and had a stupid moment, sorry and thanks

قناة_شليلة
ولم جزيل الشكر
ihdadi

Thank you for this first lesson 

Unfortunately as a newbie, I don’t understand @ionatan 's explanation. Also confused why they would suddenly introduce a course that only Mac and Linux users can make use of. Should I skip this section if I don’t have a Mac?
What is wsl? What is msys2?

Agreed. Most learners will be Windows users, so unless I’ve missed something critical, one would think we would have the option to learn to use PowerShell and Windows Command Prompt.

Did this get resolved? Should I skip this section (using windows10).

i am still confused but gonna take course… i think i wont be useless
"
47,FAQ: Manipulation - ls -alt,"Get Help,Git",,22,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “ls -alt” exercise from the lesson “Manipulation”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise ls -alt


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Why am I not getting a time of day when using ls -l or ls -alt in Manipulation Lesson 3 and 4?

I meant ls -t, not ls -l.

I think I figure it out.  The time only shows if the last change was in the present calendar year.  otherwise the year of the change is shown.

On lesson 4/10 I can’t seem to progress past .1 even though I am in the drama/biopic directory. Anyone able to advise? Is it a bug or am I missing something obvious?

you need to run:
cd ../drama/biopic/    

from the right directory, any attempt to run anything else will not complete the exercise.




 wiki-bot:

motivation to keep learning? Join


Thank you, I must have been trying from another directory. Working now.

Sorry, what means “total 20” that appears in my working space after ls -alt command used for “comedy” directory? By the way, does it matter that the listed files in this directory in my working space and in the topic description have slightly different order? Because of time they were edited?

I’ve got about “total”, sorry!

I seem to have navigated away from the right directory so I can’t continue the lesson! - what is the name of the directory I should be in so I can navigate my way back please?
…
Ah. I think I’ve figure it out - or solved it!

Just type cd …/drama/biopic/   starting the exercice… then you can see the checkbox which means you did it!!!  This is wrong. When you type …/   you are going up a level, and of course you can see: No such file or directory. Then you have to type: cd /drama/biopic/ .  then : write ls  and that it’s.

This lesson is really badly formulated. spent 10-15 mins figuring out that I had to come from the comedy directory. to anyone else having trouble completing this step: You have to navigate to the biopic folder directly from the comedy folder. pwd to make sure you’re in the comedy folder, then cd …/drama/biopic

In lesson 4, after I typed ""cd …/drama/biopic/    ""
It returns “no such file or dictionary”
What should I do? so confused

Seems you are not in the right directory to execute this command? Start with:
pwd

to see your current working directory

Thanks! I hope you include the use of “pwd” in the course.

Sometimes this course will use questions like this one:

Navigate to the  drama/biopic/  directory.
cd …/drama/biopic/
List all files and directories in the working directory.

as a single task. After returning the cd …/drama/biopic/ line, the question will show an X instead of a checkmark, plus some delay.
Is there a way to run cd and ls in a single command without scripting out a function or something?
Thanks!

Doesn’t work out for me either. Quite annoying.

ok I’m in the comedy directory and it says go to drama-biopic.  I type it in EXACTLY as shown.   I followed the directions to the letter.   Three https://www.codecademy.com/courses/learn-the-command-line/lessons/command-line-manipulation/exercises/ls-alttimes.  No such directory.

Three times, that is

Yea this course is really messed up.  I gave up on 4/10 and then had the same problem with 5/10.
"
48,FAQ: Manipulation - cp I,"Get Help,Git",,18,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “cp I” exercise from the lesson “Manipulation”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise cp I


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I am trying to go to the drama directory (cd …/drama/) but it doesn’t exist. When I list the directories it replies that only biopic and historical are in there, but hey, cd …/biopic/ evidentially doesn’t exist even though it just told me it did. Are my commands wrong? cd …drama/ and cd …historical/ cd …biopic/ ?




 vikingchief1172:

When I list the directories it replies that only biopic and historical are in there


If it says only biopic and historical are in there, it means you are already inside drama based on the files tree:

image.png678×570 51.2 KB

If you want to go back one level and then enter to drama, this is the correct command to do it:
cd ../drama and not cd …drama/
I hope this helps.

How can I navigate one directory form drama/historical/ to drama with cp

So I copied cleopatra.txt to the historical/ directory. But when I then navigate to the historical directory and list all the files, it won’t recognize that the step is complete. Suggestions?

Hi, I have the same issue!

Hi Codeacademy,
I am facing the same issue.
I copied cleopatra.txt to the historical/ directory. But when I then navigate to the historical directory and list all the files, it won’t recognize that the step is complete.

The same things happens to me, however i could “pass” with the following steps.
1.-  Click on the button “Get Help”
2.-  Solutions/Get code Solutions
3.- Click on ""Give me the solutions to this exercise
i hope this help you!
Regards!

I too facing the same problem.Why those commands are not accessible?

Is there a way to reset this section?

Having the same issue now! And trying to get the solutions to the exercise doesn’t help!

If that’s the list its giving you then you are already in the correct directory. Don’t forget your pwd command to check your current working directory.

Hi, i’m stuck here to, i tried to do the slsvm’s solution but i have a small red button on the top right telling me “could not restore workspace” somebody already have that problem? It will help me a lot cause i’m stuck here for to long …

Hi I’m having the same issue too.

Hi – in the cp I exercise: Is step 4 necessary (cd up the file tree) to use the cp command in step 5?

Hello,
I did this on my own computer, cp filename1.txt filename2.txt and it worked great (unfortunately…). The data on file 1 got copied to file 2 and overwrote everything on file 2.  I’m afraid I just deleted very important data. I have searched for the original file 2 but cant find it  I tried to restore to previous version but it wants me to tell where I have the backup which I obviously dont have (but undoubtedly would have had if I knew that this command would not just copy from A to B and keep what was already there, but actually overwrite B). I hope there is some way I can revert this. Can somebody please help me or am I screwed?
My first post here! A pleasure.
Code Wide

 ls
action  comedy  drama  genres.txt
 cd drama
 ls
biopic  historical
 ls
biopic  historical
$
https://www.codecademy.com/courses/learn-the-command-line/lessons/command-line-manipulation/exercises/cp-i
From what I can  see from the instructions, entering ls was right.  but it doesn’t work

the first part of the lesson is completely wrong pls review
"
49,FAQ: Redirection - grep I,"Get Help,Git",,14,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “grep I” exercise from the lesson “Redirection”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise grep I


We learn that grep stands for “global regular expression print”. What is a regular expression ?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I’m unsure why I am failing this?


OK, I added the file to the direction and still no luck?

Why does the “Learn The Command Line” exercises not have a way to escape the exercises with the Get Solution can do for you when things bug out?

81d518e6ba060ae9bdca54ecb4986752e05514e9.png1366×768 79.6 KB

Ok, found the get solution part to bypass this.  Disregard.

Hi Bro!
I had the same problem…  try to write “Ar-C-tic”
grep -R Arctic /home/ccuser/workspace/geography


bug.JPG1661×701 82.9 KB

I type this verbatim but it still doesn’t work, I think this could be bugged.

I believe there is still a bug as I have the same problem and I have reviewed it many times and I cannot see where is the issue. Could you pls help?

image.png1407×818 35.9 KB


Note that I have typed the command as instructed but still the Codecademy marks it as an error with the message “Type the command after the shell prompt”

Hey, @net7386409558. You are close, but you do have a typo in your command. Look closely at how you spelled Arctic.

Hello, @ultrasonoro! Look closely at how you spelled Arctic.

I was getting the same problem for a while until I realized that it isn’t R1 (R-one), but it is Rl (R-L). Hopefully that’ll help.

I did a copy/paste of the code in #1 and discovered there was an extra space at the end of the command.  Pasted that into bash, hit enter and bam!  four lines of text came out.

I have also been having problems with this page.

Screen Shot 2020-05-09 at 3.46.20 PM2386×830 121 KB

I have typed in the prompt and copied and pasted the prompt. I still get the “Type the command after the shell prompt.” Error.

it should be arctic … you have typed artic
"
50,FAQ: Manipulation - ls -l,"Get Help,Git",,26,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “ls -l” exercise from the lesson “Manipulation”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise ls -l


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I am failing to get the green check mark to continue to step 2.  When asked to navigate to the comedy/ directory, I’m entering cd /home/ccuser/workspace/movies/comedy
I think this is correct, but not getting the green check mark.




 gallupue:

I think this is correct, but not getting the green check mark.


the exercise won’t approve of using absolute path, you will have to use the relative path from the right working directory

*** UPDATE *** I have since worked this out, I understand what stetim94 is referring too now they command required is simply ‘cd comedy’ as this moves from movies to comedy ‘relatively’  rather than completely changing file destination ( albeit that’s my understanding, hope this helps someone else )
I am having the same problem, i have tried several methods of cd,
i have tried also cd ./comedy
and when checking i am in the correct folder using pwd i am there but the task will not provide me with the green tick to move on

cd comedy actually just worked for me.

I’ve had the same problem. Wrote cd ./comedy/ and didn’t get the green tick. However, tried as you suggested cd comedy only, and the problem was solved. Thank you!

I’m having an issue with the same thing. I tried all possible ways 10 times each and nothing works…

Hello CC Moderator,
Can you please explain what “Hard Links” number actually includes per reading in this Lesson?
Lesson says the following:
Number of hard links. This number counts the number of child directories and files. This number includes the parent directory link ( .. ) and current directory link ( . ).
However, if we follow what the actual filesystem tree contains, it will be different from what terminal produces: (this picture was presented in the beginning of the lesson - 
Filesystem visual 3.png1280×768 15.6 KB


per filesystem tree, while in movies directory:

action should contain total of 4 child items, which coincides with terminal: scifi, superhero, superman.txt, wonderwoman.txt;

comedy should contain 2 child items, slapstick, satire, but terminal says that is has 4;
similarly, drama  should contain 2 child items, biopic, historical, but terminal says 4 again:



I have found similar inconsistencies between numbers-logic when going into child directories and printing ls -l command.
Thank you for your time and clarification!




 zachg131:


per filesystem tree, while in movies directory:

action should contain total of 4 child items, which coincides with terminal: scifi , superhero , superman.txt , wonderwoman.txt ;

comedy should contain 2 child items, slapstick , satire , but terminal says that is has 4 ;
similarly, drama should contain 2 child items, biopic , historical , but terminal says 4 again:



Directories can never be hard links, and none of the other files you mentioned are hard links, they are just files
understanding what hard links are is quite useful:
https://medium.com/@wendymayorgasegura/what-is-the-difference-between-a-hard-link-and-a-symbolic-link-8c0493041b62
anyway, in action directory are two hard links: current directory (.) and parent directory (..), then scifi and superhero each also have a hard link to parent directory (..), this way, you have 4

Hey, everyone has probably figured this out by now, but I’m putting it here for any future forum visitors as well.
@lukecook3081430052, @pinboynyc, and @devasconcelos, and @saharab:
I was having the same problem, and thought I had a workaround that somebody else had “discovered”. But it was wrong.  Fortunately, @midlindner had the right answer.



FAQ: Manipulation - cp II


The most likely cause for all of these issues is that the console remembers where you are in the directory from the previous exercise. For users like myself who like to go further than the lessons direct, and play around to experiment, we end up in a directory other than where the 1st instruction thinks we are. When we type: cd ../../comedy the directory may not exist where we end up after backing up 2 steps in the directory depending on where we started. The simplest fix is to start the exercise from where the previous lesson left off by navigating to the /home/ccuser/workspace/movies/drama/historical directory. Then type: cd ../../comedy to pass the step. It would be nice if they could modify the lessons to just recognize that you are in the correct directory, but this step seems to require the specific command in the instructions.


Yes, if you do this to get back to the right place, Codecademy will tell you that you got the first step wrong. All you have to do to fix that is then follow all the exercise instructions.
Also, you gotta make sure you’ve got both those fullstops in there before the slash. I noticed a couple of people not doing that. That might also cause a problem.
LMK if that helps!

I’ve checked some online resources saying that hard links can only be created on files, not on directories. Yet, in the content about ls -l, it says the number in the second column refers to the number of hard links to files and directories.
The two explanations seem in conflict, and I’d like to know if I have any misunderstanding.

Both are true, as user you can’t create hard links for directories. However, the exception is current directory (.) and parent directory (..) which are created by the operating system. They are an exception to the rule so to speak

Please describe what is “hard link”? Means we must have also “soft” ones or others? I could find the answer in the internet, but I prefer to have the description from codecademy, it’s better. Thank you for your efforts!

As usual codecademy does a piss poor job of explaining how to do something.  “Navigate to the  comedy/  directory.”  How do I navigate?  I’m taking a command line course because I don’t know how to navigate.  If I knew how to navigate, then I wouldn’t be taking this course.  How do I do this?
Thanks,
Ken

the course is divided in syllabuses, the first one being navigation:
https://www.codecademy.com/courses/learn-the-command-line/lessons/navigation/exercises/your-first-command?action=resume_content_item
which you can use to check if you forgot how to navigate, or consult documentation.

Thanks for your reply.  That was helpful.

The most useful for me was the phrase: “A directory contains an entry for itself, its parent, and each of its children.” And the word “itself”.

hello, this content hasn’t been explained yet:
"" Number of hard links. This number counts the number of child directories and files. This number includes the parent directory link ( .. ) and current directory link ( . ).""
what is hard links. and didn’t have defination for ‘…’ and ‘.’ .
Since the file Tree is not match with the lesson content so it’s hard to understand.
(Edit: there are Q&A previous, consider to put this on lessons plz, thanks)

Hi, I’d like to know more about access rights. Are these codes that have certain actions attached to them?

These codes? What codes? You mean the different permissions (read, write and execute) for the user, group and others?
"
51,What is the purpose of the command prompt PS1?,"Get Help,Git",,5,"
Question
What is the purpose of the command prompt PS1?
Answer
The command prompt (PS1) often plays the role of guide, as a default on a terminal window, we can commonly see that it is composed of usually three pieces of information, 1. the user, 2. the machine (computer name), and 3. the name of the current directory, all within brackets and followed by an iconic $ that lets us know that there is where we can start typing on the command line, for example, if I were to be the user, my computer’s name were to be sparky, and the currently directory were to be called bash_exercise, my prompt would look like so:
[AxelKaban@sparky bash_exercise]$

some prompts provide more or less information. In the case of the Codecademy prompt, it usually is simply $ which denotes that there is a normal user working, which again is a basic setting.
Using nano to open our .bash_profile we could adjust what we want to see on our PS1, maybe our interest is mainly aesthetic, and thus we could make it pretty with our name, the machine’s name, a heartfelt or positive quote, and even emojis, because its main purpose is to guide us and provide valuable information, so why not update it with a series of uplifting emojis! Or the birthdate of that special someone we keep on forgetting about.
","
Since the export PS1="">> "" only changes the shell prompt from $ to >>. So can I make that change for all terminal sessions whenever I open any terminal session(e.g Permanent changes)? And yes how I can give emojis to it ?

I can’t seem to find the like button on a number of your posts. I want to like them but I can’t find like.
Is there a maximum to the number of likes one can get on CC?

So this is more like you will customize your GUI and desktop wallpaper and so on, right?
Is PS1 an acronym? What does it stand for?

PS stand for prompt string i guess. There are various PS like PS1, PS2 etc. Here, PS1 means primary prompt string while PS2 mean secondary prompt string  and so on. And yeah emojee can also be used as primary shell prompt. I guess this link would be useful regarding changing PS1
https://www.cyberciti.biz/tips/howto-linux-unix-bash-shell-setup-prompt.html#:~:text=Prompt%20is%20control%20via%20a,as%20the%20primary%20prompt%20string.
"
